std_openmp
5,18.5
10,31.0
15,51.5
20,62.5
25,67.0
30,72.5
35,75.0
40,82.5
45,88.0
50,102.5
55,115.5
60,112.0
65,124.5
70,125.5
75,135.5
80,145.0
85,156.5
90,166.0
95,173.0
