hash_openmp
5,101.5
10,165.0
15,273.5
20,305.5
25,325.0
30,348.5
35,378.0
40,406.0
45,463.5
50,530.0
55,558.0
60,591.0
65,650.0
70,668.5
75,720.0
80,781.5
85,809.5
90,883.5
95,930.5
