candidate_opencl_v2
5,168.0
10,213.5
15,241.0
20,272.0
25,295.5
30,314.0
35,339.5
40,355.5
45,371.5
50,392.0
55,402.5
60,420.5
65,429.0
70,443.0
75,453.5
80,467.0
85,474.0
90,489.0
95,502.5
100,518.5
