std
5,185.0
10,326.0
15,539.0
20,611.5
25,662.0
30,715.0
35,755.0
40,825.5
45,933.0
50,1058.5
55,1134.5
60,1216.0
65,1294.5
70,1362.0
75,1451.5
80,1601.0
85,1674.0
90,1846.5
95,1869.5
