candidate_mpi
5,78.0
10,103.5
15,141.0
20,152.5
25,161.0
30,175.5
35,185.0
40,197.5
45,218.5
50,244.0
55,262.0
60,275.0
65,290.5
70,303.5
75,320.0
80,351.0
85,363.5
90,394.0
95,401.5
