candidate_v1
5,357.0
10,729.0
15,1056.5
20,1439.0
25,1757.5
30,2149.0
35,2545.0
40,2951.0
45,3371.0
50,3644.5
55,3982.0
60,4346.5
65,4655.5
70,5074.0
75,5526.0
80,5949.0
85,6341.5
90,6677.0
95,7092.5
100,7455.0
