candidate_openmp_v1
5,62.0
10,64.0
15,66.0
20,67.0
25,125.5
30,126.5
35,130.0
40,178.5
45,185.0
50,179.5
55,263.5
60,259.5
65,265.0
70,336.0
75,338.0
80,343.0
85,354.0
90,389.0
95,397.0
100,396.5
