std
5,212.0
10,371.0
15,617.0
20,689.0
25,745.0
30,818.5
35,857.5
40,933.5
45,1056.5
50,1207.5
55,1298.5
60,1394.0
65,1472.5
70,1553.5
75,1647.5
80,1823.5
85,1902.5
90,2083.0
95,2129.0
